TIME_PERIOD,REF_AREA,STANDARD_REVENUE,value
2018,MAR,_T,26.205
2019,MAR,_T,26.402
2020,MAR,_T,27.275
2021,MAR,_T,27.253
2022,MAR,_T,29.917
1995,ROU,_T,27.611
1996,ROU,_T,25.862
1997,ROU,_T,26.406
1998,ROU,_T,28.798
1999,ROU,_T,30.835
2000,ROU,_T,30.069
2001,ROU,_T,28.587
2002,ROU,_T,27.925
2003,ROU,_T,28.342
2004,ROU,_T,27.473
2005,ROU,_T,27.922
2006,ROU,_T,28.574
2007,ROU,_T,28.318
2008,ROU,_T,26.74
2009,ROU,_T,25.174
2010,ROU,_T,25.758
2011,ROU,_T,26.91
2012,ROU,_T,26.52
2013,ROU,_T,27.461
2014,ROU,_T,27.463
2015,ROU,_T,27.997
2016,ROU,_T,26.251
2017,ROU,_T,25.052
2018,ROU,_T,25.729
2019,ROU,_T,25.838
2020,ROU,_T,25.979
2021,ROU,_T,26.252
2022,ROU,_T,27.089
1997,SEN,_T,12.192
1998,SEN,_T,12.143
1999,SEN,_T,12.599
2000,SEN,_T,13.096
2001,SEN,_T,12.617
2002,SEN,_T,13.5
2003,SEN,_T,13.902
2004,SEN,_T,14.52
2005,SEN,_T,15.285
2006,SEN,_T,15.746
2007,SEN,_T,16.209
2008,SEN,_T,15.154
2009,SEN,_T,14.993
2010,SEN,_T,15.894
2011,SEN,_T,16.042
2012,SEN,_T,16.133
2013,SEN,_T,15.405
2014,SEN,_T,16.234
2015,SEN,_T,16.397
2016,SEN,_T,17.019
2017,SEN,_T,16.73
2018,SEN,_T,17.288
2019,SEN,_T,18.714
2020,SEN,_T,18.523
2021,SEN,_T,18.737
2022,SEN,_T,19.785
2000,SGP,_T,15.179
2001,SGP,_T,15.11
2002,SGP,_T,12.855
2003,SGP,_T,12.313
2004,SGP,_T,12.001
2005,SGP,_T,11.782
2006,SGP,_T,11.818
2007,SGP,_T,13.184
2008,SGP,_T,13.966
2009,SGP,_T,12.392
2010,SGP,_T,12.469
2011,SGP,_T,12.942
2012,SGP,_T,13.491
2013,SGP,_T,13.176
2014,SGP,_T,13.357
2015,SGP,_T,13.04
2016,SGP,_T,13.021
2017,SGP,_T,13.815
2018,SGP,_T,12.892
2019,SGP,_T,13.185
2020,SGP,_T,12.488
2021,SGP,_T,12.122
2022,SGP,_T,11.8
2023,SGP,_T,13.665
1990,ZAF,_T,21.88
1991,ZAF,_T,20.659
1992,ZAF,_T,19.405
1993,ZAF,_T,19.387
1994,ZAF,_T,19.789
1995,ZAF,_T,19.573
1996,ZAF,_T,20.119
1997,ZAF,_T,20.363
1998,ZAF,_T,21.178
1999,ZAF,_T,21.149
2000,ZAF,_T,20.089
2001,ZAF,_T,21.24
2002,ZAF,_T,20.685
2003,ZAF,_T,20.219
2004,ZAF,_T,21.215
2005,ZAF,_T,22.799
2006,ZAF,_T,23.966
2007,ZAF,_T,25.279
2008,ZAF,_T,25.263
2009,ZAF,_T,23.202
2010,ZAF,_T,23.122
2011,ZAF,_T,23.982
2012,ZAF,_T,24.409
2013,ZAF,_T,24.764
2014,ZAF,_T,25.42
2015,ZAF,_T,26.41
2016,ZAF,_T,26.008
2017,ZAF,_T,26.03
2018,ZAF,_T,26.46
2019,ZAF,_T,26.116
2020,ZAF,_T,25.11
2021,ZAF,_T,26.297
2022,ZAF,_T,27.067
2013,BGR,T_5000,15.255
2014,BGR,T_5000,14.893
2015,BGR,T_5000,15.247
2016,BGR,T_5000,15.432
2017,BGR,T_5000,15.313
2018,BGR,T_5000,14.83
2019,BGR,T_5000,15.383
2020,BGR,T_5000,15.051
2021,BGR,T_5000,14.979
2022,BGR,T_5000,14.13
2023,BGR,T_5000,14.159
1990,CPV,T_5000,5.917
1991,CPV,T_5000,7.739
1992,CPV,T_5000,9.162
1993,CPV,T_5000,9.019
1994,CPV,T_5000,8.935
1995,CPV,T_5000,9.349
1996,CPV,T_5000,9.075
1997,CPV,T_5000,8.671
1998,CPV,T_5000,9.144
1999,CPV,T_5000,9.166
2000,CPV,T_5000,8.376
2001,CPV,T_5000,9.823
2002,CPV,T_5000,11.036
2003,CPV,T_5000,11.309
2004,CPV,T_5000,12.401
2005,CPV,T_5000,12.64
2006,CPV,T_5000,14.93
2007,CPV,T_5000,16.28
2008,CPV,T_5000,16.714
2009,CPV,T_5000,11.994
2010,CPV,T_5000,11.132
2011,CPV,T_5000,11.95
2012,CPV,T_5000,10.468
2013,CPV,T_5000,10.676
2014,CPV,T_5000,10.391
2015,CPV,T_5000,11.138
2016,CPV,T_5000,11.105
2017,CPV,T_5000,11.805
2018,CPV,T_5000,12.661
2019,CPV,T_5000,12.034
2020,CPV,T_5000,12.163
2021,CPV,T_5000,12.461
2022,CPV,T_5000,13.555
1993,CMR,T_5000,4.061
1994,CMR,T_5000,4.552
1995,CMR,T_5000,6.086
1996,CMR,T_5000,6.253
1997,CMR,T_5000,6.386
1998,CMR,T_5000,6.43
1999,CMR,T_5000,6.454
2000,CMR,T_5000,6.713
2001,CMR,T_5000,7.161
2002,CMR,T_5000,6.243
2003,CMR,T_5000,6.549
2004,CMR,T_5000,6.396
2005,CMR,T_5000,6.673
2006,CMR,T_5000,6.943
2007,CMR,T_5000,7.041
2008,CMR,T_5000,7.12
2009,CMR,T_5000,6.97
2010,CMR,T_5000,6.939
2011,CMR,T_5000,7.474
2012,CMR,T_5000,7.319
2013,CMR,T_5000,7.781
2014,CMR,T_5000,8.062
2015,CMR,T_5000,8.048
2016,CMR,T_5000,8.198
2017,CMR,T_5000,8.801
2018,CMR,T_5000,8.819
2019,CMR,T_5000,8.445
2020,CMR,T_5000,7.51
2021,CMR,T_5000,8.009
2022,CMR,T_5000,8.193
2007,CHN,T_5000,10.513
2008,CHN,T_5000,10.69
2009,CHN,T_5000,10.988
2010,CHN,T_5000,11.651
2011,CHN,T_5000,11.845
2012,CHN,T_5000,11.989
2013,CHN,T_5000,11.577
2014,CHN,T_5000,11.262
2015,CHN,T_5000,10.506
2016,CHN,T_5000,10.012
2017,CHN,T_5000,9.829
2018,CHN,T_5000,9.44
2019,CHN,T_5000,8.938
2020,CHN,T_5000,8.19
2021,CHN,T_5000,7.911
2022,CHN,T_5000,6.937
2023,CHN,T_5000,8.038
1995,HRV,T_5000,19.812
1996,HRV,T_5000,19.123
1997,HRV,T_5000,18.446
1998,HRV,T_5000,19.852
1999,HRV,T_5000,19.377
2000,HRV,T_5000,19.76
2001,HRV,T_5000,19.29
2002,HRV,T_5000,19.522
2003,HRV,T_5000,19.179
2004,HRV,T_5000,18.518
2005,HRV,T_5000,18.29
2006,HRV,T_5000,18.395
2007,HRV,T_5000,18.029
2008,HRV,T_5000,17.96
2009,HRV,T_5000,17.113
2010,HRV,T_5000,17.594
2011,HRV,T_5000,17.296
2012,HRV,T_5000,18.254
2013,HRV,T_5000,18.691
2014,HRV,T_5000,18.865
2015,HRV,T_5000,19.633
2016,HRV,T_5000,19.759
2017,HRV,T_5000,19.894
2018,HRV,T_5000,20.156
2019,HRV,T_5000,20.281
2020,HRV,T_5000,19.262
2021,HRV,T_5000,19.538
2022,HRV,T_5000,19.012
2000,MAR,T_5000,11.336
2001,MAR,T_5000,10.903
2002,MAR,T_5000,10.674
2003,MAR,T_5000,10.006
2004,MAR,T_5000,9.958
2005,MAR,T_5000,10.383
2006,MAR,T_5000,10.595
2007,MAR,T_5000,11.783
2008,MAR,T_5000,12.367
2009,MAR,T_5000,11.022
2010,MAR,T_5000,11.94
2011,MAR,T_5000,11.963
2012,MAR,T_5000,11.929
2013,MAR,T_5000,11.239
2014,MAR,T_5000,10.986
2015,MAR,T_5000,10.367
2016,MAR,T_5000,10.486
2017,MAR,T_5000,10.831
2018,MAR,T_5000,11.227
2019,MAR,T_5000,11.125
2020,MAR,T_5000,10.983
2021,MAR,T_5000,11.554
2022,MAR,T_5000,12.389
1995,ROU,T_5000,8.709
1996,ROU,T_5000,8.53
1997,ROU,T_5000,9.012
1998,ROU,T_5000,11.052
1999,ROU,T_5000,11.824
2000,ROU,T_5000,11.554
2001,ROU,T_5000,10.936
2002,ROU,T_5000,11.198
2003,ROU,T_5000,12.144
2004,ROU,T_5000,11.404
2005,ROU,T_5000,12.526
2006,ROU,T_5000,12.317
2007,ROU,T_5000,11.607
2008,ROU,T_5000,10.845
2009,ROU,T_5000,9.848
2010,ROU,T_5000,11.197
2011,ROU,T_5000,12.072
2012,ROU,T_5000,12.305
2013,ROU,T_5000,12.513
2014,ROU,T_5000,12.2
2015,ROU,T_5000,12.856
2016,ROU,T_5000,11.137
2017,ROU,T_5000,10.148
2018,ROU,T_5000,10.151
2019,ROU,T_5000,10.326
2020,ROU,T_5000,10.075
2021,ROU,T_5000,10.473
2022,ROU,T_5000,10.608
1997,SEN,T_5000,8.521
1998,SEN,T_5000,8.377
1999,SEN,T_5000,9.013
2000,SEN,T_5000,9.061
2001,SEN,T_5000,8.833
2002,SEN,T_5000,9.365
2003,SEN,T_5000,9.58
2004,SEN,T_5000,9.957
2005,SEN,T_5000,10.366
2006,SEN,T_5000,10.895
2007,SEN,T_5000,11.482
2008,SEN,T_5000,10.236
2009,SEN,T_5000,9.935
2010,SEN,T_5000,10.084
2011,SEN,T_5000,10.606
2012,SEN,T_5000,10.097
2013,SEN,T_5000,9.641
2014,SEN,T_5000,10.339
2015,SEN,T_5000,10.343
2016,SEN,T_5000,10.528
2017,SEN,T_5000,10.054
2018,SEN,T_5000,10.19
2019,SEN,T_5000,11.295
2020,SEN,T_5000,10.725
2021,SEN,T_5000,11.524
2022,SEN,T_5000,12.072
2000,SGP,T_5000,4.719
2001,SGP,T_5000,4.679
2002,SGP,T_5000,4.119
2003,SGP,T_5000,4.505
2004,SGP,T_5000,4.196
2005,SGP,T_5000,4.001
2006,SGP,T_5000,3.764
2007,SGP,T_5000,4.338
2008,SGP,T_5000,4.503
2009,SGP,T_5000,4.272
2010,SGP,T_5000,4.283
2011,SGP,T_5000,4.245
2012,SGP,T_5000,4.115
2013,SGP,T_5000,4.054
2014,SGP,T_5000,4.184
2015,SGP,T_5000,4.138
2016,SGP,T_5000,4.135
2017,SGP,T_5000,3.941
2018,SGP,T_5000,3.797
2019,SGP,T_5000,3.794
2020,SGP,T_5000,3.616
2021,SGP,T_5000,3.391
2022,SGP,T_5000,3.208
2023,SGP,T_5000,3.655
1990,ZAF,T_5000,9.075
1991,ZAF,T_5000,8.567
1992,ZAF,T_5000,8.01
1993,ZAF,T_5000,8.497
1994,ZAF,T_5000,8.69
1995,ZAF,T_5000,8.499
1996,ZAF,T_5000,8.331
1997,ZAF,T_5000,8.28
1998,ZAF,T_5000,8.322
1999,ZAF,T_5000,8.329
2000,ZAF,T_5000,8.02
2001,ZAF,T_5000,7.907
2002,ZAF,T_5000,7.669
2003,ZAF,T_5000,7.821
2004,ZAF,T_5000,8.488
2005,ZAF,T_5000,8.869
2006,ZAF,T_5000,9.723
2007,ZAF,T_5000,9.748
2008,ZAF,T_5000,9.071
2009,ZAF,T_5000,8.498
2010,ZAF,T_5000,9.128
2011,ZAF,T_5000,9.651
2012,ZAF,T_5000,9.838
2013,ZAF,T_5000,10.085
2014,ZAF,T_5000,10.171
2015,ZAF,T_5000,10.661
2016,ZAF,T_5000,10.465
2017,ZAF,T_5000,10.07
2018,ZAF,T_5000,10.568
2019,ZAF,T_5000,10.219
2020,ZAF,T_5000,10.082
2021,ZAF,T_5000,10.392
2022,ZAF,T_5000,10.623
2020,AUS,T_2000,0.0
2021,AUS,T_2000,0.0
2022,AUS,T_2000,0.0
2008,GEO,T_2000,0.0
2009,GEO,T_2000,0.0
2010,GEO,T_2000,0.0
2011,GEO,T_2000,0.0
2012,GEO,T_2000,0.0
2013,GEO,T_2000,0.0
2014,GEO,T_2000,0.0
2015,GEO,T_2000,0.0
2016,GEO,T_2000,0.0
2017,GEO,T_2000,0.0
2018,GEO,T_2000,0.0
2019,GEO,T_2000,0.0
2020,GEO,T_2000,0.0
2021,GEO,T_2000,0.0
2022,GEO,T_2000,0.0
2023,GEO,T_2000,0.0
2010,HKG,T_2000,0.0
2011,HKG,T_2000,0.0
2012,HKG,T_2000,0.0
2013,HKG,T_2000,0.0
2014,HKG,T_2000,0.0
2015,HKG,T_2000,0.0
2016,HKG,T_2000,0.0
2017,HKG,T_2000,0.0
2018,HKG,T_2000,0.0
2019,HKG,T_2000,0.0
2020,HKG,T_2000,0.0
2021,HKG,T_2000,0.0
2022,HKG,T_2000,0.0
2023,HKG,T_2000,0.0
2020,AUS,_T,28.251
2020,AUS,T_4000,2.849
2020,AUS,T_5000,7.487
2020,AUS,T_1000,16.652
2021,AUS,T_1000,17.929
2021,AUS,T_5000,6.789
2021,AUS,T_4000,3.178
2021,AUS,_T,29.155
2022,AUS,_T,29.398
2022,AUS,T_4000,2.728
2022,AUS,T_5000,6.991
2022,AUS,T_1000,18.3
2012,ZMB,T_4000,0.061
2012,ZMB,T_5000,6.929
2012,ZMB,T_1000,7.739
2012,ZMB,_T,14.729
2013,ZMB,_T,14.149
2013,ZMB,T_1000,6.365
2013,ZMB,T_5000,7.671
2013,ZMB,T_4000,0.114
2014,ZMB,T_4000,0.12
2014,ZMB,T_5000,8.282
2014,ZMB,T_1000,6.88
2014,ZMB,_T,15.282
2015,ZMB,_T,14.289
2015,ZMB,T_1000,6.766
2015,ZMB,T_5000,7.35
2015,ZMB,T_4000,0.172
2016,ZMB,T_4000,0.155
2016,ZMB,T_5000,6.145
2016,ZMB,T_1000,6.732
2016,ZMB,_T,13.031
2017,ZMB,_T,14.894
2017,ZMB,T_1000,6.517
2017,ZMB,T_5000,8.204
2017,ZMB,T_4000,0.109
2018,ZMB,T_4000,0.079
2018,ZMB,T_5000,8.806
2018,ZMB,T_1000,7.218
2018,ZMB,_T,16.166
2019,ZMB,_T,16.215
2019,ZMB,T_1000,7.887
2019,ZMB,T_5000,8.145
2019,ZMB,T_4000,0.123
2020,ZMB,T_4000,0.101
2020,ZMB,T_5000,6.916
2020,ZMB,T_1000,8.64
2020,ZMB,_T,15.708
2021,ZMB,_T,16.15
2021,ZMB,T_1000,9.477
2021,ZMB,T_5000,6.539
2021,ZMB,T_4000,0.084
2022,ZMB,T_4000,0.09
2022,ZMB,T_5000,6.461
2022,ZMB,T_1000,9.562
2022,ZMB,_T,16.158
2010,HKG,T_1000,7.783
2010,HKG,T_4000,3.404
2010,HKG,_T,13.298
2010,HKG,T_5000,1.695
2011,HKG,T_5000,1.663
2011,HKG,_T,14.076
2011,HKG,T_4000,2.871
2011,HKG,T_1000,8.947
2012,HKG,T_1000,8.736
2012,HKG,T_4000,2.738
2012,HKG,_T,13.554
2012,HKG,T_5000,1.699
2013,HKG,T_5000,1.773
2013,HKG,_T,13.312
2013,HKG,T_4000,2.745
2013,HKG,T_1000,8.361
2014,HKG,T_1000,8.797
2014,HKG,T_4000,4.365
2014,HKG,_T,15.417
2014,HKG,T_5000,1.802
2015,HKG,T_5000,1.766
2015,HKG,_T,14.266
2015,HKG,T_4000,3.661
2015,HKG,T_1000,8.399
2016,HKG,T_1000,8.04
2016,HKG,T_4000,3.418
2016,HKG,_T,13.744
2016,HKG,T_5000,1.656
2017,HKG,T_5000,1.622
2017,HKG,_T,14.067
2017,HKG,T_4000,4.456
2017,HKG,T_1000,7.569
2018,HKG,T_1000,8.049
2018,HKG,T_4000,3.488
2018,HKG,_T,13.497
2018,HKG,T_5000,1.561
2019,HKG,T_5000,1.481
2019,HKG,_T,12.179
2019,HKG,T_4000,3.138
2019,HKG,T_1000,7.283
2020,HKG,T_1000,7.947
2020,HKG,T_4000,4.106
2020,HKG,_T,13.788
2020,HKG,T_5000,1.445
2021,HKG,T_5000,1.509
2021,HKG,_T,14.603
2021,HKG,T_4000,4.203
2021,HKG,T_1000,8.526
2022,HKG,T_1000,9.091
2022,HKG,T_4000,3.244
2022,HKG,_T,14.143
2022,HKG,T_5000,1.507
2023,HKG,T_5000,1.552
2023,HKG,_T,13.087
2023,HKG,T_4000,2.67
2023,HKG,T_1000,8.469
1995,GEO,T_5000,2.643
1995,GEO,T_1000,1.961
1995,GEO,T_2000,1.62
1995,GEO,T_4000,0.444
1995,GEO,_T,7.282
1996,GEO,_T,10.209
1996,GEO,T_4000,0.493
1996,GEO,T_2000,1.744
1996,GEO,T_1000,1.94
1996,GEO,T_5000,4.746
1997,GEO,T_5000,7.638
1997,GEO,T_1000,2.419
1997,GEO,T_2000,1.496
1997,GEO,T_4000,0.645
1997,GEO,_T,12.669
1998,GEO,_T,12.88
1998,GEO,T_4000,0.776
1998,GEO,T_2000,2.033
1998,GEO,T_1000,2.679
1998,GEO,T_5000,6.745
1999,GEO,T_5000,7.415
1999,GEO,T_1000,2.74
1999,GEO,T_2000,1.833
1999,GEO,T_4000,0.837
1999,GEO,_T,13.733
2000,GEO,_T,14.389
2000,GEO,T_4000,0.747
2000,GEO,T_2000,2.332
2000,GEO,T_1000,3.034
2000,GEO,T_5000,7.631
2001,GEO,T_5000,7.816
2001,GEO,T_1000,2.949
2001,GEO,T_2000,2.326
2001,GEO,T_4000,0.66
2001,GEO,_T,14.528
2002,GEO,_T,14.72
2002,GEO,T_4000,0.75
2002,GEO,T_2000,2.256
2002,GEO,T_1000,2.938
2002,GEO,T_5000,8.557
2003,GEO,T_5000,7.575
2003,GEO,T_1000,2.886
2003,GEO,T_2000,2.529
2003,GEO,T_4000,0.801
2003,GEO,_T,13.953
2004,GEO,_T,19.133
2004,GEO,T_4000,0.46
2004,GEO,T_2000,3.982
2004,GEO,T_1000,4.26
2004,GEO,T_5000,10.233
2005,GEO,T_5000,11.872
2005,GEO,T_1000,4.194
2005,GEO,T_2000,3.589
2005,GEO,T_4000,0.506
2005,GEO,_T,20.186
2006,GEO,_T,22.215
2006,GEO,T_4000,0.605
2006,GEO,T_2000,3.547
2006,GEO,T_1000,5.129
2006,GEO,T_5000,12.778
2007,GEO,T_5000,14.048
2007,GEO,T_1000,6.19
2007,GEO,T_2000,4.133
2007,GEO,T_4000,0.618
2007,GEO,_T,25.134
2008,GEO,_T,24.235
2008,GEO,T_4000,0.673
2008,GEO,T_1000,9.629
2008,GEO,T_5000,13.459
2009,GEO,T_5000,13.687
2009,GEO,T_1000,8.851
2009,GEO,T_4000,0.867
2009,GEO,_T,23.735
2010,GEO,_T,21.977
2010,GEO,T_4000,0.866
2010,GEO,T_1000,8.028
2010,GEO,T_5000,12.797
2011,GEO,T_5000,13.382
2011,GEO,T_1000,9.132
2011,GEO,T_4000,0.844
2011,GEO,_T,23.505
2012,GEO,_T,23.913
2012,GEO,T_4000,0.824
2012,GEO,T_1000,9.377
2012,GEO,T_5000,13.586
2013,GEO,T_5000,12.559
2013,GEO,T_1000,9.406
2013,GEO,T_4000,0.792
2013,GEO,_T,22.855
2014,GEO,_T,22.828
2014,GEO,T_4000,0.775
2014,GEO,T_1000,8.724
2014,GEO,T_5000,13.251
2015,GEO,T_5000,12.867
2015,GEO,T_1000,9.403
2015,GEO,T_4000,0.84
2015,GEO,_T,23.187
2016,GEO,_T,24.036
2016,GEO,T_4000,0.994
2016,GEO,T_1000,9.493
2016,GEO,T_5000,12.109
2017,GEO,T_5000,13.655
2017,GEO,T_1000,8.891
2017,GEO,T_4000,0.955
2017,GEO,_T,23.968
2018,GEO,_T,23.02
2018,GEO,T_4000,0.972
2018,GEO,T_1000,8.78
2018,GEO,T_5000,13.148
2019,GEO,T_5000,13.725
2019,GEO,T_1000,8.746
2019,GEO,T_4000,0.954
2019,GEO,_T,23.851
2020,GEO,_T,22.052
2020,GEO,T_4000,0.871
2020,GEO,T_1000,8.528
2020,GEO,T_5000,12.506
2021,GEO,T_5000,13.385
2021,GEO,T_1000,7.89
2021,GEO,T_4000,0.841
2021,GEO,_T,22.314
2022,GEO,_T,23.731
2022,GEO,T_4000,0.828
2022,GEO,T_1000,9.558
2022,GEO,T_5000,13.134
2023,GEO,T_5000,13.086
2023,GEO,T_1000,10.002
2023,GEO,T_4000,0.802
2023,GEO,_T,24.401
1997,IDN,T_1000,3.586
1997,IDN,T_5000,3.614
1997,IDN,_T,7.599
1997,IDN,T_4000,0.32
1998,IDN,T_4000,0.23
1998,IDN,_T,6.174
1998,IDN,T_5000,2.909
1998,IDN,T_1000,2.993
1999,IDN,T_1000,4.231
1999,IDN,T_5000,3.212
1999,IDN,_T,7.76
1999,IDN,T_4000,0.284
2000,IDN,T_4000,0.293
2000,IDN,_T,7.871
2000,IDN,T_5000,3.521
2000,IDN,T_1000,3.753
2001,IDN,T_1000,5.25
2001,IDN,T_5000,4.603
2001,IDN,_T,10.895
2001,IDN,T_4000,0.37
2002,IDN,T_4000,0.393
2002,IDN,_T,11.269
2002,IDN,T_5000,4.962
2002,IDN,T_1000,5.11
2003,IDN,T_1000,5.22
2003,IDN,T_5000,5.195
2003,IDN,_T,11.807
2003,IDN,T_4000,0.495
2004,IDN,T_4000,0.585
2004,IDN,_T,12.095
2004,IDN,T_5000,5.752
2004,IDN,T_1000,4.758
2005,IDN,T_1000,5.783
2005,IDN,T_5000,4.934
2005,IDN,_T,12.358
2005,IDN,T_4000,0.647
2006,IDN,T_4000,0.658
2006,IDN,_T,11.915
2006,IDN,T_5000,4.763
2006,IDN,T_1000,5.716
2007,IDN,T_1000,5.515
2007,IDN,T_5000,5.092
2007,IDN,_T,12.224
2007,IDN,T_4000,0.744
2008,IDN,T_4000,0.624
2008,IDN,_T,12.99
2008,IDN,T_5000,5.489
2008,IDN,T_1000,6.048
2009,IDN,T_1000,5.284
2009,IDN,T_5000,4.466
2009,IDN,_T,11.043
2009,IDN,T_4000,0.562
2010,IDN,T_4000,0.591
2010,IDN,_T,11.356
2010,IDN,T_5000,4.745
2010,IDN,T_1000,5.202
2011,IDN,T_1000,5.505
2011,IDN,T_5000,5.221
2011,IDN,_T,12.171
2011,IDN,T_4000,0.427
2012,IDN,T_4000,0.381
2012,IDN,_T,12.484
2012,IDN,T_5000,5.598
2012,IDN,T_1000,5.398
2013,IDN,T_1000,5.305
2013,IDN,T_5000,5.667
2013,IDN,_T,12.495
2013,IDN,T_4000,0.31
2014,IDN,T_4000,0.269
2014,IDN,_T,12.163
2014,IDN,T_5000,5.405
2014,IDN,T_1000,5.167
2015,IDN,T_2000,0.067
2015,IDN,T_1000,5.225
2015,IDN,T_5000,5.239
2015,IDN,_T,12.111
2015,IDN,T_4000,0.293
2016,IDN,T_4000,0.196
2016,IDN,_T,12.009
2016,IDN,T_5000,4.776
2016,IDN,T_1000,5.372
2016,IDN,T_2000,0.381
2017,IDN,T_2000,0.4
2017,IDN,T_1000,4.759
2017,IDN,T_5000,4.961
2017,IDN,_T,11.612
2017,IDN,T_4000,0.161
2018,IDN,T_4000,0.168
2018,IDN,_T,11.973
2018,IDN,T_5000,5.01
2018,IDN,T_1000,5.054
2018,IDN,T_2000,0.429
2019,IDN,T_2000,0.503
2019,IDN,T_1000,4.878
2019,IDN,T_5000,4.709
2019,IDN,_T,11.588
2019,IDN,T_4000,0.169
2020,IDN,T_4000,0.169
2020,IDN,_T,10.071
2020,IDN,T_5000,4.299
2020,IDN,T_1000,3.847
2020,IDN,T_2000,0.589
2021,IDN,T_2000,0.575
2021,IDN,T_1000,4.16
2021,IDN,T_5000,4.837
2021,IDN,_T,10.866
2021,IDN,T_4000,0.111
2022,IDN,T_4000,0.153
2022,IDN,_T,12.068
2022,IDN,T_5000,5.135
2022,IDN,T_1000,5.096
2022,IDN,T_2000,0.519
2023,IDN,T_2000,0.522
2023,IDN,T_1000,5.08
2023,IDN,T_5000,5.027
2023,IDN,_T,12.048
2023,IDN,T_4000,0.191
1993,MDG,T_4000,0.085
1993,MDG,T_1000,1.327
1993,MDG,T_5000,5.047
1993,MDG,_T,6.56
1994,MDG,_T,6.328
1994,MDG,T_5000,4.765
1994,MDG,T_1000,1.191
1994,MDG,T_4000,0.087
1995,MDG,T_4000,0.073
1995,MDG,T_1000,1.011
1995,MDG,T_5000,5.371
1995,MDG,_T,6.579
1996,MDG,_T,6.768
1996,MDG,T_5000,5.311
1996,MDG,T_1000,1.274
1996,MDG,T_4000,0.075
1997,MDG,T_4000,0.108
1997,MDG,T_1000,1.502
1997,MDG,T_5000,5.974
1997,MDG,_T,7.72
1998,MDG,_T,8.262
1998,MDG,T_5000,6.638
1998,MDG,T_1000,1.437
1998,MDG,T_4000,0.064
1999,MDG,T_4000,0.071
1999,MDG,T_1000,1.471
1999,MDG,T_5000,7.846
1999,MDG,_T,9.561
2000,MDG,_T,9.447
2000,MDG,T_5000,7.796
2000,MDG,T_1000,1.484
2000,MDG,T_4000,0.069
2001,MDG,T_4000,0.067
2001,MDG,T_1000,1.653
2001,MDG,T_5000,6.265
2001,MDG,_T,8.074
2002,MDG,_T,6.265
2002,MDG,T_5000,4.709
2002,MDG,T_1000,1.436
2002,MDG,T_4000,0.052
2003,MDG,T_4000,0.075
2003,MDG,T_1000,1.444
2003,MDG,T_5000,6.942
2003,MDG,_T,8.563
2004,MDG,_T,9.346
2004,MDG,T_5000,7.476
2004,MDG,T_1000,1.684
2004,MDG,T_4000,0.082
2005,MDG,T_4000,0.073
2005,MDG,T_1000,1.874
2005,MDG,T_5000,6.617
2005,MDG,_T,8.66
2006,MDG,_T,9.183
2006,MDG,T_5000,6.69
2006,MDG,T_1000,2.329
2006,MDG,T_4000,0.066
2007,MDG,T_4000,0.228
2007,MDG,T_1000,2.234
2007,MDG,T_5000,7.272
2007,MDG,_T,9.831
2008,MDG,_T,11.373
2008,MDG,T_5000,8.141
2008,MDG,T_1000,2.908
2008,MDG,T_4000,0.159
2009,MDG,T_4000,0.056
2009,MDG,T_1000,2.461
2009,MDG,T_5000,6.883
2009,MDG,_T,9.449
2010,MDG,_T,8.513
2010,MDG,T_5000,6.078
2010,MDG,T_1000,2.35
2010,MDG,T_4000,0.051
2011,MDG,T_4000,0.065
2011,MDG,T_1000,2.281
2011,MDG,T_5000,6.3
2011,MDG,_T,9.004
2011,MDG,T_2000,0.314
2012,MDG,T_2000,0.315
2012,MDG,_T,8.659
2012,MDG,T_5000,6.258
2012,MDG,T_1000,2.017
2012,MDG,T_4000,0.054
2013,MDG,T_4000,0.056
2013,MDG,T_1000,2.081
2013,MDG,T_5000,6.618
2013,MDG,_T,9.119
2013,MDG,T_2000,0.353
2014,MDG,T_2000,0.374
2014,MDG,_T,8.833
2014,MDG,T_5000,6.365
2014,MDG,T_1000,2.022
2014,MDG,T_4000,0.061
2015,MDG,T_4000,0.073
2015,MDG,T_1000,2.128
2015,MDG,T_5000,6.738
2015,MDG,_T,9.349
2015,MDG,T_2000,0.401
2016,MDG,T_2000,0.351
2016,MDG,_T,9.596
2016,MDG,T_5000,6.794
2016,MDG,T_1000,2.345
2016,MDG,T_4000,0.067
2017,MDG,T_4000,0.063
2017,MDG,T_1000,2.442
2017,MDG,T_5000,7.485
2017,MDG,_T,10.415
2017,MDG,T_2000,0.388
2018,MDG,T_2000,0.645
2018,MDG,_T,10.911
2018,MDG,T_5000,7.57
2018,MDG,T_1000,2.56
2018,MDG,T_4000,0.089
2019,MDG,T_4000,0.062
2019,MDG,T_1000,2.817
2019,MDG,T_5000,7.621
2019,MDG,_T,11.062
2019,MDG,T_2000,0.511
2020,MDG,T_2000,0.616
2020,MDG,_T,10.137
2020,MDG,T_5000,6.807
2020,MDG,T_1000,2.641
2020,MDG,T_4000,0.061
2021,MDG,T_4000,0.065
2021,MDG,T_1000,2.775
2021,MDG,T_5000,7.392
2021,MDG,_T,10.673
2021,MDG,T_2000,0.435
2022,MDG,T_2000,0.57
2022,MDG,_T,11.473
2022,MDG,T_5000,7.751
2022,MDG,T_1000,3.071
2022,MDG,T_4000,0.065
1990,AUT,_T,39.288
1990,AUT,T_5000,12.384
1990,AUT,T_1000,10.031
